Date;Category;Product;Meta;Sales
2021-01-09;Technology;Phones;328.7671232876712;
2021-01-10;Furniture;Furnishings;65.75342465753425;
2021-01-10;Furniture;Bookcases;98.63013698630137;
2021-01-10;Furniture;Chairs;164.3835616438356;
2021-01-10;Furniture;Tables;141.36986301369862;
2021-01-10;Office Supplies;Appliances;82.1917808219178;
2021-01-10;Office Supplies;Art;24.65753424657534;
2021-01-10;Office Supplies;Binders;164.3835616438356;
2021-01-10;Office Supplies;Envelopes;3.287671232876712;
2021-01-10;Office Supplies;Fasteners;1.643835616438356;
2021-01-10;Office Supplies;Labels;9.863013698630137;
2021-01-10;Office Supplies;Paper;57.534246575342465;
2021-01-10;Office Supplies;Storage;131.5068493150685;
2021-01-10;Office Supplies;Supplies;32.87671232876713;
2021-01-10;Technology;Accessories;115.06849315068493;
2021-01-10;Technology;Copiers;139.72602739726028;
2021-01-10;Technology;Machines;82.1917808219178;
2021-01-10;Technology;Phones;328.7671232876712;
2021-01-11;Furniture;Furnishings;65.75342465753425;
2021-01-11;Furniture;Bookcases;98.63013698630137;
2021-01-11;Furniture;Chairs;164.3835616438356;
2021-01-11;Furniture;Tables;141.36986301369862;
2021-01-11;Office Supplies;Appliances;82.1917808219178;
2021-01-11;Office Supplies;Art;24.65753424657534;
2021-01-11;Office Supplies;Binders;164.3835616438356;
2021-01-11;Office Supplies;Envelopes;3.287671232876712;
2021-01-11;Office Supplies;Fasteners;1.643835616438356;
2021-01-11;Office Supplies;Labels;9.863013698630137;
2021-01-11;Office Supplies;Paper;57.534246575342465;
2021-01-11;Office Supplies;Storage;131.5068493150685;
2021-01-11;Office Supplies;Supplies;32.87671232876713;
2021-01-11;Technology;Accessories;115.06849315068493;
2021-01-11;Technology;Copiers;139.72602739726028;
2021-01-11;Technology;Machines;82.1917808219178;
2021-01-11;Technology;Phones;328.7671232876712;
2021-01-12;Furniture;Furnishings;65.75342465753425;37.68
2021-01-12;Furniture;Bookcases;98.63013698630137;
2021-01-12;Furniture;Chairs;164.3835616438356;
2021-01-12;Furniture;Tables;141.36986301369862;
2021-01-12;Office Supplies;Appliances;82.1917808219178;
2021-01-12;Office Supplies;Art;24.65753424657534;
2021-01-12;Office Supplies;Binders;164.3835616438356;760.98
2021-01-12;Office Supplies;Envelopes;3.287671232876712;9.78
2021-01-12;Office Supplies;Fasteners;1.643835616438356;
2021-01-12;Office Supplies;Labels;9.863013698630137;
2021-01-12;Office Supplies;Paper;57.534246575342465;40.08
2021-01-12;Office Supplies;Storage;131.5068493150685;
2021-01-12;Office Supplies;Supplies;32.87671232876713;
2021-01-12;Technology;Accessories;115.06849315068493;
2021-01-12;Technology;Copiers;139.72602739726028;
2021-01-12;Technology;Machines;82.1917808219178;
2021-01-12;Technology;Phones;328.7671232876712;
2021-01-13;Furniture;Furnishings;65.75342465753425;
2021-01-13;Furniture;Bookcases;98.63013698630137;212.94
2021-01-13;Furniture;Chairs;164.3835616438356;
2021-01-13;Furniture;Tables;141.36986301369862;
2021-01-13;Office Supplies;Appliances;82.1917808219178;
2021-01-13;Office Supplies;Art;24.65753424657534;209.94
2021-01-13;Office Supplies;Binders;164.3835616438356;
2021-01-13;Office Supplies;Envelopes;3.287671232876712;
2021-01-13;Office Supplies;Fasteners;1.643835616438356;
2021-01-13;Office Supplies;Labels;9.863013698630137;
2021-01-13;Office Supplies;Paper;57.534246575342465;32.4
2021-01-13;Office Supplies;Storage;131.5068493150685;
2021-01-13;Office Supplies;Supplies;32.87671232876713;4164.05
2021-01-13;Technology;Accessories;115.06849315068493;
2021-01-13;Technology;Copiers;139.72602739726028;
2021-01-13;Technology;Machines;82.1917808219178;
2021-01-13;Technology;Phones;328.7671232876712;
2021-01-14;Furniture;Furnishings;65.75342465753425;18.96
2021-01-14;Furniture;Bookcases;98.63013698630137;
2021-01-14;Furniture;Chairs;164.3835616438356;
2021-01-14;Furniture;Tables;141.36986301369862;
2021-01-14;Office Supplies;Appliances;82.1917808219178;
2021-01-14;Office Supplies;Art;24.65753424657534;
2021-01-14;Office Supplies;Binders;164.3835616438356;8.478
2021-01-14;Office Supplies;Envelopes;3.287671232876712;40.08
2021-01-14;Office Supplies;Fasteners;1.643835616438356;2.52
2021-01-14;Office Supplies;Labels;9.863013698630137;
2021-01-14;Office Supplies;Paper;57.534246575342465;202.528
2021-01-14;Office Supplies;Storage;131.5068493150685;254.784
2021-01-14;Office Supplies;Supplies;32.87671232876713;
2021-01-14;Technology;Accessories;115.06849315068493;340.984
2021-01-14;Technology;Copiers;139.72602739726028;
2021-01-14;Technology;Machines;82.1917808219178;
2021-01-14;Technology;Phones;328.7671232876712;187.704
2021-01-15;Furniture;Furnishings;65.75342465753425;
2021-01-15;Furniture;Bookcases;98.63013698630137;
2021-01-15;Furniture;Chairs;164.3835616438356;
2021-01-15;Furniture;Tables;141.36986301369862;
2021-01-15;Office Supplies;Appliances;82.1917808219178;1958.544
2021-01-15;Office Supplies;Art;24.65753424657534;21.4
2021-01-15;Office Supplies;Binders;164.3835616438356;37.06
2021-01-15;Office Supplies;Envelopes;3.287671232876712;
2021-01-15;Office Supplies;Fasteners;1.643835616438356;
2021-01-15;Office Supplies;Labels;9.863013698630137;
2021-01-15;Office Supplies;Paper;57.534246575342465;12.7
2021-01-15;Office Supplies;Storage;131.5068493150685;
2021-01-15;Office Supplies;Supplies;32.87671232876713;
2021-01-15;Technology;Accessories;115.06849315068493;110.576
2021-01-15;Technology;Copiers;139.72602739726028;
2021-01-15;Technology;Machines;82.1917808219178;
2021-01-15;Technology;Phones;328.7671232876712;
2021-01-16;Furniture;Furnishings;65.75342465753425;27.92
2021-01-16;Furniture;Bookcases;98.63013698630137;
2021-01-16;Furniture;Chairs;164.3835616438356;302.67
2021-01-16;Furniture;Tables;141.36986301369862;399.672
2021-01-16;Office Supplies;Appliances;82.1917808219178;
2021-01-16;Office Supplies;Art;24.65753424657534;
2021-01-16;Office Supplies;Binders;164.3835616438356;5443.96
2021-01-16;Office Supplies;Envelopes;3.287671232876712;
2021-01-16;Office Supplies;Fasteners;1.643835616438356;
2021-01-16;Office Supplies;Labels;9.863013698630137;
2021-01-16;Office Supplies;Paper;57.534246575342465;56.07
2021-01-16;Office Supplies;Storage;131.5068493150685;
2021-01-16;Office Supplies;Supplies;32.87671232876713;
2021-01-16;Technology;Accessories;115.06849315068493;
2021-01-16;Technology;Copiers;139.72602739726028;
2021-01-16;Technology;Machines;82.1917808219178;
2021-01-16;Technology;Phones;328.7671232876712;
2021-01-17;Furniture;Furnishings;65.75342465753425;
2021-01-17;Furniture;Bookcases;98.63013698630137;
2021-01-17;Furniture;Chairs;164.3835616438356;
2021-01-17;Furniture;Tables;141.36986301369862;
2021-01-17;Office Supplies;Appliances;82.1917808219178;
2021-01-17;Office Supplies;Art;24.65753424657534;
2021-01-17;Office Supplies;Binders;164.3835616438356;
2021-01-17;Office Supplies;Envelopes;3.287671232876712;
2021-01-17;Office Supplies;Fasteners;1.643835616438356;
2021-01-17;Office Supplies;Labels;9.863013698630137;
2021-01-17;Office Supplies;Paper;57.534246575342465;
2021-01-17;Office Supplies;Storage;131.5068493150685;
2021-01-17;Office Supplies;Supplies;32.87671232876713;
2021-01-17;Technology;Accessories;115.06849315068493;
2021-01-17;Technology;Copiers;139.72602739726028;
2021-01-17;Technology;Machines;82.1917808219178;
2021-01-17;Technology;Phones;328.7671232876712;
2021-01-18;Furniture;Furnishings;65.75342465753425;
2021-01-18;Furniture;Bookcases;98.63013698630137;
2021-01-18;Furniture;Chairs;164.3835616438356;
2021-01-18;Furniture;Tables;141.36986301369862;
2021-01-18;Office Supplies;Appliances;82.1917808219178;
2021-01-18;Office Supplies;Art;24.65753424657534;
2021-01-18;Office Supplies;Binders;164.3835616438356;
2021-01-18;Office Supplies;Envelopes;3.287671232876712;
2021-01-18;Office Supplies;Fasteners;1.643835616438356;
2021-01-18;Office Supplies;Labels;9.863013698630137;
2021-01-18;Office Supplies;Paper;57.534246575342465;
2021-01-18;Office Supplies;Storage;131.5068493150685;
2021-01-18;Office Supplies;Supplies;32.87671232876713;
2021-01-18;Technology;Accessories;115.06849315068493;
2021-01-18;Technology;Copiers;139.72602739726028;
2021-01-18;Technology;Machines;82.1917808219178;
2021-01-18;Technology;Phones;328.7671232876712;
2021-01-19;Furniture;Furnishings;65.75342465753425;31.968
2021-01-19;Furniture;Bookcases;98.63013698630137;
2021-01-19;Furniture;Chairs;164.3835616438356;887.271
2021-01-19;Furniture;Tables;141.36986301369862;
2021-01-19;Office Supplies;Appliances;82.1917808219178;542.94
2021-01-19;Office Supplies;Art;24.65753424657534;
2021-01-19;Office Supplies;Binders;164.3835616438356;
2021-01-19;Office Supplies;Envelopes;3.287671232876712;2.04
2021-01-19;Office Supplies;Fasteners;1.643835616438356;
2021-01-19;Office Supplies;Labels;9.863013698630137;6.0
2021-01-19;Office Supplies;Paper;57.534246575342465;113.896
2021-01-19;Office Supplies;Storage;131.5068493150685;
2021-01-19;Office Supplies;Supplies;32.87671232876713;
2021-01-19;Technology;Accessories;115.06849315068493;
2021-01-19;Technology;Copiers;139.72602739726028;
2021-01-19;Technology;Machines;82.1917808219178;
2021-01-19;Technology;Phones;328.7671232876712;429.6
2021-01-20;Furniture;Furnishings;65.75342465753425;
2021-01-20;Furniture;Bookcases;98.63013698630137;
2021-01-20;Furniture;Chairs;164.3835616438356;207.846
2021-01-20;Furniture;Tables;141.36986301369862;
2021-01-20;Office Supplies;Appliances;82.1917808219178;
2021-01-20;Office Supplies;Art;24.65753424657534;27.72
2021-01-20;Office Supplies;Binders;164.3835616438356;
2021-01-20;Office Supplies;Envelopes;3.287671232876712;
2021-01-20;Office Supplies;Fasteners;1.643835616438356;
2021-01-20;Office Supplies;Labels;9.863013698630137;11.52
2021-01-20;Office Supplies;Paper;57.534246575342465;
2021-01-20;Office Supplies;Storage;131.5068493150685;
2021-01-20;Office Supplies;Supplies;32.87671232876713;
2021-01-20;Technology;Accessories;115.06849315068493;
2021-01-20;Technology;Copiers;139.72602739726028;
2021-01-20;Technology;Machines;82.1917808219178;
2021-01-20;Technology;Phones;328.7671232876712;520.752
2021-01-21;Furniture;Furnishings;65.75342465753425;
2021-01-21;Furniture;Bookcases;98.63013698630137;84.98
2021-01-21;Furniture;Chairs;164.3835616438356;
2021-01-21;Furniture;Tables;141.36986301369862;
2021-01-21;Office Supplies;Appliances;82.1917808219178;
2021-01-21;Office Supplies;Art;24.65753424657534;
2021-01-21;Office Supplies;Binders;164.3835616438356;286.056
2021-01-21;Office Supplies;Envelopes;3.287671232876712;268.576
2021-01-21;Office Supplies;Fasteners;1.643835616438356;
2021-01-21;Office Supplies;Labels;9.863013698630137;
2021-01-21;Office Supplies;Paper;57.534246575342465;
2021-01-21;Office Supplies;Storage;131.5068493150685;591.148
2021-01-21;Office Supplies;Supplies;32.87671232876713;
2021-01-21;Technology;Accessories;115.06849315068493;799.92
2021-01-21;Technology;Copiers;139.72602739726028;
2021-01-21;Technology;Machines;82.1917808219178;350.973
2021-01-21;Technology;Phones;328.7671232876712;164.99
2021-01-22;Furniture;Furnishings;65.75342465753425;
2021-01-22;Furniture;Bookcases;98.63013698630137;
2021-01-22;Furniture;Chairs;164.3835616438356;
2021-01-22;Furniture;Tables;141.36986301369862;
2021-01-22;Office Supplies;Appliances;82.1917808219178;
2021-01-22;Office Supplies;Art;24.65753424657534;7.872
2021-01-22;Office Supplies;Binders;164.3835616438356;
2021-01-22;Office Supplies;Envelopes;3.287671232876712;
2021-01-22;Office Supplies;Fasteners;1.643835616438356;15.12
2021-01-22;Office Supplies;Labels;9.863013698630137;
2021-01-22;Office Supplies;Paper;57.534246575342465;11.96
2021-01-22;Office Supplies;Storage;131.5068493150685;1177.47
2021-01-22;Office Supplies;Supplies;32.87671232876713;
2021-01-22;Technology;Accessories;115.06849315068493;
2021-01-22;Technology;Copiers;139.72602739726028;2999.95
2021-01-22;Technology;Machines;82.1917808219178;
2021-01-22;Technology;Phones;328.7671232876712;
2021-01-23;Furniture;Furnishings;65.75342465753425;
2021-01-23;Furniture;Bookcases;98.63013698630137;
2021-01-23;Furniture;Chairs;164.3835616438356;
2021-01-23;Furniture;Tables;141.36986301369862;210.98
2021-01-23;Office Supplies;Appliances;82.1917808219178;
2021-01-23;Office Supplies;Art;24.65753424657534;
2021-01-23;Office Supplies;Binders;164.3835616438356;24.618
2021-01-23;Office Supplies;Envelopes;3.287671232876712;
2021-01-23;Office Supplies;Fasteners;1.643835616438356;
2021-01-23;Office Supplies;Labels;9.863013698630137;
2021-01-23;Office Supplies;Paper;57.534246575342465;32.4
2021-01-23;Office Supplies;Storage;131.5068493150685;
2021-01-23;Office Supplies;Supplies;32.87671232876713;
2021-01-23;Technology;Accessories;115.06849315068493;95.984
2021-01-23;Technology;Copiers;139.72602739726028;
2021-01-23;Technology;Machines;82.1917808219178;
2021-01-23;Technology;Phones;328.7671232876712;86.352
2021-01-24;Furniture;Furnishings;65.75342465753425;
2021-01-24;Furniture;Bookcases;98.63013698630137;
2021-01-24;Furniture;Chairs;164.3835616438356;
2021-01-24;Furniture;Tables;141.36986301369862;
2021-01-24;Office Supplies;Appliances;82.1917808219178;25.86
2021-01-24;Office Supplies;Art;24.65753424657534;
2021-01-24;Office Supplies;Binders;164.3835616438356;276.784
2021-01-24;Office Supplies;Envelopes;3.287671232876712;
2021-01-24;Office Supplies;Fasteners;1.643835616438356;5.67
2021-01-24;Office Supplies;Labels;9.863013698630137;
2021-01-24;Office Supplies;Paper;57.534246575342465;
2021-01-24;Office Supplies;Storage;131.5068493150685;
2021-01-24;Office Supplies;Supplies;32.87671232876713;
2021-01-24;Technology;Accessories;115.06849315068493;
2021-01-24;Technology;Copiers;139.72602739726028;
2021-01-24;Technology;Machines;82.1917808219178;
2021-01-24;Technology;Phones;328.7671232876712;110.352
2021-01-25;Furniture;Furnishings;65.75342465753425;
2021-01-25;Furniture;Bookcases;98.63013698630137;
2021-01-25;Furniture;Chairs;164.3835616438356;
2021-01-25;Furniture;Tables;141.36986301369862;
2021-01-25;Office Supplies;Appliances;82.1917808219178;
2021-01-25;Office Supplies;Art;24.65753424657534;
2021-01-25;Office Supplies;Binders;164.3835616438356;
2021-01-25;Office Supplies;Envelopes;3.287671232876712;
2021-01-25;Office Supplies;Fasteners;1.643835616438356;
2021-01-25;Office Supplies;Labels;9.863013698630137;
2021-01-25;Office Supplies;Paper;57.534246575342465;
2021-01-25;Office Supplies;Storage;131.5068493150685;
2021-01-25;Office Supplies;Supplies;32.87671232876713;
2021-01-25;Technology;Accessories;115.06849315068493;
2021-01-25;Technology;Copiers;139.72602739726028;
2021-01-25;Technology;Machines;82.1917808219178;
2021-01-25;Technology;Phones;328.7671232876712;
2021-01-26;Furniture;Furnishings;65.75342465753425;62.72
2021-01-26;Furniture;Bookcases;98.63013698630137;
2021-01-26;Furniture;Chairs;164.3835616438356;
2021-01-26;Furniture;Tables;141.36986301369862;
2021-01-26;Office Supplies;Appliances;82.1917808219178;
2021-01-26;Office Supplies;Art;24.65753424657534;15.47
2021-01-26;Office Supplies;Binders;164.3835616438356;7.16
2021-01-26;Office Supplies;Envelopes;3.287671232876712;
2021-01-26;Office Supplies;Fasteners;1.643835616438356;11.84
2021-01-26;Office Supplies;Labels;9.863013698630137;
2021-01-26;Office Supplies;Paper;57.534246575342465;
2021-01-26;Office Supplies;Storage;131.5068493150685;18.16
2021-01-26;Office Supplies;Supplies;32.87671232876713;
2021-01-26;Technology;Accessories;115.06849315068493;
2021-01-26;Technology;Copiers;139.72602739726028;
2021-01-26;Technology;Machines;82.1917808219178;
2021-01-26;Technology;Phones;328.7671232876712;2939.93
2021-01-27;Furniture;Furnishings;65.75342465753425;
2021-01-27;Furniture;Bookcases;98.63013698630137;
2021-01-27;Furniture;Chairs;164.3835616438356;
2021-01-27;Furniture;Tables;141.36986301369862;
2021-01-27;Office Supplies;Appliances;82.1917808219178;
2021-01-27;Office Supplies;Art;24.65753424657534;14.016
2021-01-27;Office Supplies;Binders;164.3835616438356;
2021-01-27;Office Supplies;Envelopes;3.287671232876712;
2021-01-27;Office Supplies;Fasteners;1.643835616438356;
2021-01-27;Office Supplies;Labels;9.863013698630137;
2021-01-27;Office Supplies;Paper;57.534246575342465;
2021-01-27;Office Supplies;Storage;131.5068493150685;
2021-01-27;Office Supplies;Supplies;32.87671232876713;
2021-01-27;Technology;Accessories;115.06849315068493;71.976
2021-01-27;Technology;Copiers;139.72602739726028;
2021-01-27;Technology;Machines;82.1917808219178;
2021-01-27;Technology;Phones;328.7671232876712;245.922
2021-01-28;Furniture;Furnishings;65.75342465753425;37.74
2021-01-28;Furniture;Bookcases;98.63013698630137;
2021-01-28;Furniture;Chairs;164.3835616438356;
2021-01-28;Furniture;Tables;141.36986301369862;
2021-01-28;Office Supplies;Appliances;82.1917808219178;
2021-01-28;Office Supplies;Art;24.65753424657534;
2021-01-28;Office Supplies;Binders;164.3835616438356;
2021-01-28;Office Supplies;Envelopes;3.287671232876712;
2021-01-28;Office Supplies;Fasteners;1.643835616438356;
2021-01-28;Office Supplies;Labels;9.863013698630137;
2021-01-28;Office Supplies;Paper;57.534246575342465;279.9
2021-01-28;Office Supplies;Storage;131.5068493150685;
2021-01-28;Office Supplies;Supplies;32.87671232876713;
2021-01-28;Technology;Accessories;115.06849315068493;689.88
2021-01-28;Technology;Copiers;139.72602739726028;
2021-01-28;Technology;Machines;82.1917808219178;
2021-01-28;Technology;Phones;328.7671232876712;
2021-01-29;Furniture;Furnishings;65.75342465753425;14.91
2021-01-29;Furniture;Bookcases;98.63013698630137;
2021-01-29;Furniture;Chairs;164.3835616438356;
2021-01-29;Furniture;Tables;141.36986301369862;
2021-01-29;Office Supplies;Appliances;82.1917808219178;
2021-01-29;Office Supplies;Art;24.65753424657534;13.108
2021-01-29;Office Supplies;Binders;164.3835616438356;131.744
2021-01-29;Office Supplies;Envelopes;3.287671232876712;
2021-01-29;Office Supplies;Fasteners;1.643835616438356;
2021-01-29;Office Supplies;Labels;9.863013698630137;5.22
2021-01-29;Office Supplies;Paper;57.534246575342465;107.81
2021-01-29;Office Supplies;Storage;131.5068493150685;13.48
2021-01-29;Office Supplies;Supplies;32.87671232876713;8.57
2021-01-29;Technology;Accessories;115.06849315068493;
2021-01-29;Technology;Copiers;139.72602739726028;
2021-01-29;Technology;Machines;82.1917808219178;
2021-01-29;Technology;Phones;328.7671232876712;
2021-01-30;Furniture;Furnishings;65.75342465753425;34.58
2021-01-30;Furniture;Bookcases;98.63013698630137;
2021-01-30;Furniture;Chairs;164.3835616438356;539.92
2021-01-30;Furniture;Tables;141.36986301369862;69.375
2021-01-30;Office Supplies;Appliances;82.1917808219178;
2021-01-30;Office Supplies;Art;24.65753424657534;71.204
2021-01-30;Office Supplies;Binders;164.3835616438356;58.34
2021-01-30;Office Supplies;Envelopes;3.287671232876712;
2021-01-30;Office Supplies;Fasteners;1.643835616438356;
2021-01-30;Office Supplies;Labels;9.863013698630137;
2021-01-30;Office Supplies;Paper;57.534246575342465;
2021-01-30;Office Supplies;Storage;131.5068493150685;129.3
2021-01-30;Office Supplies;Supplies;32.87671232876713;31.68
2021-01-30;Technology;Accessories;115.06849315068493;
2021-01-30;Technology;Copiers;139.72602739726028;
2021-01-30;Technology;Machines;82.1917808219178;
2021-01-30;Technology;Phones;328.7671232876712;2814.936
2021-01-31;Furniture;Furnishings;65.75342465753425;
2021-01-31;Furniture;Bookcases;98.63013698630137;
2021-01-31;Furniture;Chairs;164.3835616438356;
